metric,successful_value,unsuccessful_value,absolute_difference,percentage_difference
polarity,0.09785075055476244,0.09500207740029361,0.0028486731544688365,2.9985377503545334
subjectivity,0.3285341343974729,0.3299963064660188,-0.001462172068545875,-0.44308740428173293
positive_sentences,37.45130773511408,36.141304347826086,1.310003387287992,3.6246710264810607
negative_sentences,7.623817473567056,7.336956521739131,0.2868609518279248,3.909808528617642
neutral_sentences,54.92487479131887,56.52173913043478,-1.5968643391159105,-2.8252215230512263
